School,StateRank,Name,RivalsRanking,NationalRank,Height,Weight,FortyTime,Location,Stars,Year,Position,HighSchool,ImgURL,PostionRank
UNLV,Unranked,Kyle Saxelid,5.3,Unranked,"6'7""",240,5.00,"Elk Grove, CA",Unevaluated,2013,OL,Cosumnes Oaks,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KYLE-SAXELID_150_5_10.JPG"">",Unranked
UNLV,Unranked,Siuea Vaesau,5.2,Unranked,"6'3""",235,4.70,"Pleasant Hill, CA",Unevaluated,2013,DE,Diablo Valley C.C.,,Unranked
UNLV,Unranked,Keith Whitely,5.4,Unranked,"5'10""",180,4.50,"La Porte, TX",Unevaluated,2013,RB,La Porte,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KEITH-WHITELY_150_5_24.JPG"">",Unranked
UNLV,Unranked,Anthonio Zepeda,5.3,Unranked,"6'5""",230,0.00,"Phoenix, AZ",Unevaluated,2013,DE,Camelback,,Unranked
Nevada,10,Joey Anglemire,5.3,Unranked,"6'4""",275,0.00,"Mililani, HI",Unevaluated,2013,OL,Mililani,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JOSEPH-ANGLEMIRE-1_150_5_9.JPG"">",Unranked
Nevada,Unranked,Julian Brooks,5.4,Unranked,"6'2""",210,0.00,"Chatsworth, CA",Unevaluated,2013,ATH,Sierra Canyon,,Unranked
Nevada,7,Tere Calloway,5.6,Unranked,"5'11""",185,4.45,"Seattle, WA",Unevaluated,2013,DB,Seattle Prep,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/TERE-CALLOWAY4_150_3_26.JPG"">",71
Nevada,Unranked,Patrick Clifford,5.2,Unranked,"6'3""",232,0.00,"Temecula, CA",Unevaluated,2013,TE,Chaparral,,Unranked
Nevada,Unranked,Ziad Damanhoury,5.2,Unranked,"6'7""",270,0.00,"La Jolla, CA",Unevaluated,2013,OL,La Jolla Country Day,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ZIAD-DAMANHOURY_6_26_150.JPG"">",Unranked
Nevada,Unranked,Kaodi Dike,5.4,Unranked,"6'2""",190,0.00,"Stockton, CA",Unevaluated,2013,WR,St. Mary's,,Unranked
Nevada,Unranked,Faigofie Faaituala,5.2,Unranked,"6'3""",225,4.60,"Torrance, CA",Unevaluated,2013,LB,El Camino C.C.,,Unranked
Nevada,Unranked,D'Andre Fuller,5.4,Unranked,"5'10""",160,4.40,"Mansfield, TX",Unevaluated,2013,ATH,Timberview,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DRE-FULLER_150_6_25.JPG"">",Unranked
Nevada,Unranked,Beau Hershberger,5.5,Unranked,"6'3""",232,4.70,"Granite Bay, CA",Unevaluated,2013,LB,Granite Bay,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/BEAU-HERSHBERGER1_150.JPG"">",Unranked
Nevada,Unranked,Braxton Isaac,5.5,Unranked,"6'5""",285,0.00,"Los Altos, CA",Unevaluated,2013,OL,Foothill C.C.,,Unranked
Nevada,Unranked,Don Jackson,5.5,Unranked,"5'10""",197,0.00,"Council Bluffs, IA",Unevaluated,2013,RB,Iowa Western C.C.,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DON%20JACKSON%20150.JPG"">",Unranked
Nevada,Unranked,Matthew Lyons,5.4,Unranked,"6'2""",220,0.00,"Woodland Hills, CA",Unevaluated,2013,LB,Pierce C.C.,,Unranked
Nevada,Unranked,Dante Mayes,5.2,Unranked,"6'2""",175,0.00,"Oakley, CA",Unevaluated,2013,QB,Freedom,,Unranked
Nevada,Unranked,Elijah Mitchell,5.4,Unranked,"5'9""",165,0.00,"Corona, CA",Unevaluated,2013,DB,Eleanor Roosevelt,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ELIJAH-MITCHELL-1150.JPG"">",Unranked
Nevada,Unranked,Alec Moreno,5.4,Unranked,"6'2""",225,0.00,"Poway, CA",Unevaluated,2013,LB,Poway,,Unranked
Nevada,Unranked,Avery Poates,5.4,Unranked,"6'4""",290,0.00,"Oroville, CA",Unevaluated,2013,OL,Butte C.C.,,Unranked
Nevada,Unranked,Dupree Roberts-Jordan,5.2,Unranked,"6'1""",265,0.00,"Huntington Beach, CA",Unevaluated,2013,DE,Golden West C.C.,,Unranked
Nevada,Unranked,Frank Schnicker,5.2,Unranked,"6'0""",175,0.00,"Mission Viejo, CA",Unevaluated,2013,ATH,Mission Viejo,,Unranked
Nevada,Unranked,Ian Seau,5.6,Unranked,"6'3""",240,0.00,"Carlsbad, CA",Unevaluated,2013,LB,Grossmont C.C.,,Unranked
Nevada,Unranked,Chad Specht,5.3,Unranked,"6'6""",295,4.90,"Fresno, CA",Unevaluated,2013,OL,Clovis West,,Unranked
Nevada,Unranked,Kevin Sundberg,5.3,Unranked,"6'2""",280,4.90,"Fowler, CA",Unevaluated,2013,DT,Fowler,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KEVIN-SUNDBERG-1_1_24_150.JPG"">",Unranked
Nevada,Unranked,Travis Wilson,5.2,Unranked,"6'1""",200,0.00,"Cedar Hill, TX",Unevaluated,2013,ATH,Cedar Hill,,Unranked
Nevada,Unranked,Brenton Zuzo,0.0,Unranked,"5'9""",155,0.00,"Canton, MI",Unevaluated,2013,K,Plymouth,,Unranked
Louisiana Tech,Unranked,Chris Aye,5.3,Unranked,"6'4""",285,0.00,"Houston, TX",Unevaluated,2013,OL,Cypress Ridge,,Unranked
Louisiana Tech,Unranked,Jonathan Barnes,5.3,Unranked,"5'10""",155,0.00,"Baton Rouge, LA",Unevaluated,2013,K,Woodlawn,,Unranked
Louisiana Tech,Unranked,Mitchell Bell,5.5,Unranked,"6'4""",320,5.10,"Corsicana, TX",Unevaluated,2013,OL,Navarro J.C.,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MITCHELLBELL_9_5_150.JPG"">",Unranked
Louisiana Tech,Unranked,Nicholas Bickham,5.4,Unranked,"6'4""",240,4.90,"St. Amant, LA",Unevaluated,2013,DE,St. Amant,,Unranked
Louisiana Tech,Unranked,DeAngelo Brooks,5.4,Unranked,"6'1""",290,0.00,"Kilgore, TX",Unevaluated,2013,DT,Kilgore J.C.,,Unranked
Louisiana Tech,Unranked,Tre Carter,5.3,Unranked,"6'3""",285,0.00,"Milledgeville, GA",Unevaluated,2013,OL,Georgia Military College,,Unranked
Louisiana Tech,Unranked,Kevin Gary,5.4,Unranked,"6'1""",180,0.00,"Milledgeville, GA",Unevaluated,2013,WR,Georgia Military College,,Unranked
Louisiana Tech,39,Hakim Gray,5.6,Unranked,"6'4""",235,0.00,"Stonewall, LA",Unevaluated,2013,DE,North De Soto,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/HAKIM-GRAY_150_6_25.JPG"">",Unranked
Louisiana Tech,Unranked,Carlos Henderson,5.4,Unranked,"5'10""",170,0.00,"New Orleans, LA",Unevaluated,2013,ATH,McDonogh 35,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CARLOS-HENDERSON01_10_26_150.JPG"">",Unranked
Louisiana Tech,Unranked,Michael Jacob,5.4,Unranked,"5'11""",170,0.00,"Allen, TX",Unevaluated,2013,DB,Allen,,Unranked
Louisiana Tech,Unranked,Eddie Johnson,5.5,Unranked,"6'3""",200,0.00,"Corsicana, TX",Unevaluated,2013,WR,Navarro J.C.,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/EDDIE-JOHNSON_150_10_3.JPG"">",Unranked
Louisiana Tech,Unranked,Tony Johnson,5.4,Unranked,"6'4""",250,4.80,"Summit, MS",Unevaluated,2013,LB,Southwest Mississippi C.C.,,Unranked
Louisiana Tech,Unranked,Jamario Lambert,5.4,Unranked,"6'2""",190,0.00,"Vero Beach, FL",Unevaluated,2013,WR,Vero Beach,,Unranked
Louisiana Tech,Unranked,Cam Manning,5.5,Unranked,"6'3""",260,0.00,"Southlake, TX",Unevaluated,2013,OL,Carroll,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CAM-MANNING_150_4_3.JPG"">",Unranked
Louisiana Tech,Unranked,Thomas McDonald,0.0,Unranked,"6'3""",190,0.00,"Corsicana, TX",Unevaluated,2013,DB,Navarro J.C.,,Unranked
Louisiana Tech,Unranked,Logan McPherson,5.2,Unranked,"5'11""",165,0.00,"Fort Payne, AL",Unevaluated,2013,K,Ft. Payne,,Unranked
Louisiana Tech,Unranked,Terrell Pinson,5.6,Unranked,"6'3""",215,0.00,"Fulton, MS",Unevaluated,2013,DB,Itawamba C.C.,,Unranked
Louisiana Tech,Unranked,Trent Taylor,5.5,Unranked,"5'9""",170,4.50,"Shreveport, LA",Unevaluated,2013,WR,Evangel Christian,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/TRENTTAYLOR_7_31_150.JPG"">",Unranked
Louisiana Tech,Unranked,Nick Thomason,5.3,Unranked,"6'1""",230,0.00,"Booneville, MS",Unevaluated,2013,LB,Northeast Mississippi C.C.,,Unranked
Louisiana Tech,Unranked,Mitchell Villemez,5.4,Unranked,"6'1""",230,4.45,"Brenham, TX",Unevaluated,2013,LB,Blinn C.C.,,Unranked
Louisiana Tech,38,Xavier Woods,5.6,Unranked,"5'11""",180,0.00,"West Monroe, LA",Unevaluated,2013,DB,West Monroe,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/XAVIER-WOODS_150-VANDERDOES.JPG"">",60
Arkansas St.,Unranked,Irving Adams,5.2,Unranked,"6'0""",195,0.00,"Florence, AL",Unevaluated,2013,DB,Florence,,Unranked
Arkansas St.,Unranked,Cameron Birse,5.2,Unranked,"6'3""",204,4.90,"Danville, CA",Unevaluated,2013,QB,San Ramon Valley,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CAMERON-BIRSE8_150_5_22.JPG"">",Unranked
Arkansas St.,Unranked,Logan Cart,5.4,Unranked,"6'4""",300,5.10,"Owesneboro, KY",Unevaluated,2013,DT,Owensboro Catholic,,Unranked
Arkansas St.,Unranked,Brandon Cox,5.4,Unranked,"5'9""",165,4.40,"Conway, AR",Unevaluated,2013,ATH,Conway,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/BRANDONCOX_150.JPG"">",Unranked
Arkansas St.,Unranked,Willie Fletcher,5.2,Unranked,"6'3""",180,0.00,"Carson, CA",Unevaluated,2013,DB,Orange,,Unranked
Arkansas St.,Unranked,Jeremy Fulcher,5.4,Unranked,"6'1""",175,4.51,"Dallas, TX",Unevaluated,2013,DB,Woodrow Wilson,,Unranked
Arkansas St.,Unranked,Jamaris Hart,5.4,Unranked,"5'9""",170,0.00,"Florence, AL",Unevaluated,2013,DB,Florence,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JAMARIS-HART1_8_24_150.JPG"">",Unranked
Arkansas St.,Unranked,Jonah Hill,5.3,Unranked,"6'3""",235,0.00,"Springfield, MO",Unevaluated,2013,TE,Hillcrest,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JONAH-HILL_10_31_150.JPG"">",Unranked
Arkansas St.,90,Colin Janice,5.6,Unranked,"5'10""",180,4.50,"Orange, TX",Unevaluated,2013,DB,West Orange-Stark,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/COLINJANICE1-(14)_150_7_17.JPG"">",Unranked
Arkansas St.,Unranked,Mark Johnson,5.3,Unranked,"5'11""",185,0.00,"Prescott, AR",Unevaluated,2013,DB,Prescott,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MARKJOHNSON_2_4_150.JPG"">",Unranked
Arkansas St.,Unranked,Ja'Von Jones,5.2,Unranked,"6'2""",220,0.00,"Mesquite, TX",Unevaluated,2013,DE,Mesquite,,Unranked
Arkansas St.,Unranked,Garrett Kaufman,5.4,Unranked,"6'1""",225,4.70,"Bentonville, AR",Unevaluated,2013,LB,Bentonville,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/GARRETT-KAUFMAN_2_4_150.JPG"">",Unranked
Arkansas St.,Unranked,Carl Lee,5.4,Unranked,"6'3""",191,4.59,"Mobile, AL",Unevaluated,2013,WR,McGill Toolen,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CARLLEERAW_150_6_14.JPG"">",Unranked
Arkansas St.,Unranked,Jabari Mathieu,5.2,Unranked,"6'3""",235,4.60,"Torrance, CA",Unevaluated,2013,DE,El Camino C.C.,,Unranked
Arkansas St.,Unranked,Chris Odom,5.2,Unranked,"6'4""",230,0.00,"Arlington, TX",Unevaluated,2013,DE,Martin,,Unranked
Arkansas St.,Unranked,Dijon Paschal,5.4,Unranked,"6'2""",185,4.53,"Tallassee, AL",Unevaluated,2013,WR,Tallassee,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DIJON-PASCHAL_150_5_20.JPG"">",Unranked
Arkansas St.,Unranked,Chandler Rogers,5.3,Unranked,"6'2""",210,4.70,"Wesson, MS",Unevaluated,2013,QB,Copiah-Lincoln C.C.,,Unranked
Arkansas St.,Unranked,Brennan Tutor,5.4,Unranked,"6'4""",280,0.00,"Fulton, MS",Unevaluated,2013,OL,Itawamba C.C.,,Unranked
Arkansas St.,Unranked,Xavier Woodson,5.4,Unranked,"6'2""",200,4.55,"Eufaula, AL",Unevaluated,2013,LB,Eufaula,,Unranked
Wisconsin,12,Hayden Biegel,5.5,Unranked,"6'6""",240,0.00,"Wisconsin Rapids, WI",Unevaluated,2013,OL,Wisconsin Rapids Lincoln,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/HAYDEN-BIEGEL_9_18_150.JPG"">",Unranked
Wisconsin,2,Keelon Brookins,5.8,Unranked,"5'11""",185,4.41,"Oakdale, MN",Unevaluated,2013,DB,Tartan,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/IMG_8167_150_1_19.JPG"">",30
Wisconsin,7,Corey Clement,5.8,Unranked,"5'11""",205,0.00,"Glassboro, NJ",Unevaluated,2013,RB,Glassboro,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/COREY-CLEMENT-PIC1_12_10_150.JPG"">",17
Wisconsin,10,Garret Dooley,5.7,Unranked,"6'2""",215,0.00,"Rochester, IL",Unevaluated,2013,LB,Rochester,,25
Wisconsin,Unranked,Matt Hubley,5.4,Unranked,"6'1""",205,0.00,"Waukesha, WI",Unevaluated,2013,DB,Catholic Memorial,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MATT-HUBLEY,-2013-FOOTBALL_11_20_150.JPG"">",Unranked
Wisconsin,Unranked,Leon Jacobs,5.4,Unranked,"6'4""",220,0.00,"Santa Clarita, CA",Unevaluated,2013,LB,Golden Valley,,Unranked
Wisconsin,2,Alec James,5.7,Unranked,"6'4""",220,0.00,"Brookfield, WI",Unevaluated,2013,DE,Brookfield East,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ALEC-JAMES_150_6_4.JPG"">",18
Wisconsin,8,Jack Keeler,5.7,Unranked,"6'7""",285,5.10,"Barrington, IL",Unevaluated,2013,OL,Barrington,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JACK%20KEELER%20150.JPG"">",29
Wisconsin,Unranked,Tanner McEvoy,5.5,Unranked,"6'5""",215,0.00,"Yuma, AZ",Unevaluated,2013,QB,Arizona Western C.C.,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/TANNER-MCEVOY_1_6_150.JPG"">",Unranked
Wisconsin,55,Matt Miller,5.6,Unranked,"6'5""",260,4.90,"Perrysburg, OH",Unevaluated,2013,OL,St. John's,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/IMG_8046_150_1_19.JPG"">",39
Wisconsin,1,Chikwe Obasih,5.8,Unranked,"6'3""",231,4.97,"Brookfield, WI",Unevaluated,2013,DE,Central,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/2012_ELITE100_OH-641JPG_6930734100_L-COPY.JPG"">",13
Wisconsin,11,Jazz Peavy,5.5,Unranked,"6'1""",175,4.40,"Kenosha, WI",Unevaluated,2013,WR,Kenosha Tremper,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JAZZ-PEAVY,-2013-WR_8_20_150.JPG"">",Unranked
Wisconsin,70,Sojourn Shelton,5.7,Unranked,"5'10""",150,4.68,"Plantation, FL",Unevaluated,2013,DB,Plantation,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/IMG_0377_5_14_-COPY.JPG"">",46
Wisconsin,Unranked,Donnell Vercher,5.5,Unranked,"6'2""",200,0.00,"Fresno, CA",Unevaluated,2013,DB,Fresno City C.C.,,Unranked
Wisconsin,Unranked,Jakarrie Washington,5.2,Unranked,"5'11""",170,0.00,"Everett, MA",Unevaluated,2013,DB,Everett,,Unranked
Wisconsin,9,T.J. Watt,5.6,Unranked,"6'4""",215,4.81,"Pewaukee, WI",Unevaluated,2013,TE,Pewaukee,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/T.J_150Z.JPG"">",Unranked
Wisconsin,21,Rob Wheelwright,5.7,Unranked,"6'3""",185,0.00,"Columbus, OH",Unevaluated,2013,WR,Walnut Ridge,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ROB-WHEELWRIGHT_150_7_7.JPG"">",49
Purdue,Unranked,Matt Burke,5.5,Unranked,"6'6""",215,4.80,"West Palm Beach, FL",Unevaluated,2013,TE,Cardinal Newman,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MATT-BURKE_12_3_150.JPG"">",Unranked
Purdue,Unranked,Keith Byars II,5.2,Unranked,"5'10""",205,0.00,"New Berlin, NY",Unevaluated,2013,RB,Milford Academy,,Unranked
Purdue,Unranked,Leroy Clark,5.6,Unranked,"5'10""",169,0.00,"Miami, FL",Unevaluated,2013,DB,Archbishop Carroll,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/LEROY-CLARK_150_3_8.JPG"">",64
Purdue,Unranked,Johnny Daniels,5.4,Unranked,"6'5""",250,0.00,"Chicago, IL",Unevaluated,2013,DT,Foreman,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JOHNNY-DANIELS_150_5_26.JPG"">",Unranked
Purdue,9,Dalyn Dawkins,5.6,Unranked,"5'9""",175,4.50,"Louisville, KY",Unevaluated,2013,RB,Trinity,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DALYNDAWKINS_150_12_15.JPG"">",Unranked
Purdue,4,Danny Etling,5.8,Unranked,"6'3""",200,0.00,"Terre Haute, IN",Unevaluated,2013,QB,Terre Haute South Vigo,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DANNY-ETLING_150_3_27.JPG"">",9
Purdue,Unranked,Danny Ezechukwu,5.4,Unranked,"6'2""",235,0.00,"Lithonia, GA",Unevaluated,2013,LB,Arabia Mountain,,Unranked
Purdue,Unranked,Keyante Green,5.6,Unranked,"5'9""",190,4.53,"McDonough, GA",Unevaluated,2013,RB,Eagle's Landing Christian,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/KEYANTEGREEN405_6_26_150.JPG"">",Unranked
Purdue,Unranked,Razahn Howard,5.4,Unranked,"6'3""",275,0.00,"Dawsonville, GA",Unevaluated,2013,DT,Atlanta Sports Academy,,Unranked
Purdue,Unranked,Da'Wan Hunte,5.6,Unranked,"5'10""",185,0.00,"Miami, FL",Unevaluated,2013,DB,Miami Central,,Unranked
Purdue,10,TyVel Jemison,5.7,Unranked,"5'10""",175,0.00,"Fort Wayne, IN",Unevaluated,2013,DB,Bishop Luers,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JAMEISON150.JPG"">",52
Purdue,Unranked,Austin Logan,5.5,Unranked,"6'1""",185,4.59,"Tallahassee, FL",Unevaluated,2013,DB,Florida,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/IMG_8438_150_1_12.JPG"">",Unranked
Purdue,68,Antoine Miles,5.5,Unranked,"6'3""",250,5.12,"Canton, OH",Unevaluated,2013,DE,McKinley,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/ANTOINE-MILES_9_5_150.JPG"">",Unranked
Purdue,72,Dan Monteroso,5.5,Unranked,"6'3""",180,4.50,"Saint Clairsville, OH",Unevaluated,2013,WR,Saint Clairsville,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/DAN-MONTEROSO_10_9_150.JPG"">",Unranked
Purdue,Unranked,Myles Norwood,5.4,Unranked,"6'2""",175,0.00,"Arlington, TX",Unevaluated,2013,WR,Grace Prep,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/MYLES-NORWOOD_7_23_150.JPG"">",Unranked
Purdue,33,Evan Panfil,5.5,Unranked,"6'5""",230,0.00,"New Lenox, IL",Unevaluated,2013,DE,Lincoln Way Central,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/EVAN-PANFIL2_150_6_13.JPG"">",Unranked
Purdue,Unranked,Dezwan Polk,5.4,Unranked,"6'4""",210,4.61,"Columbus, OH",Unevaluated,2013,LB,Whetstone,,Unranked
Purdue,62,Jake Replogle,5.5,Unranked,"6'4""",230,0.00,"Centerville, OH",Unevaluated,2013,DE,Centerville,,Unranked
Purdue,Unranked,John Strauser,5.5,Unranked,"6'4""",235,0.00,"Champaign, IL",Unevaluated,2013,ATH,High School Of St Thomas More,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/JOHN-STRAUSER-2_150_6_4.JPG"">",Unranked
Purdue,Unranked,Johnny Thompson,5.5,Unranked,"6'2""",210,0.00,"Winder, GA",Unevaluated,2013,LB,Apalachee,,Unranked
Purdue,Unranked,Jason Tretter,5.4,Unranked,"6'5""",250,0.00,"Richfield, OH",Unevaluated,2013,OL,Revere,,Unranked
Purdue,20,David Yancey,5.5,Unranked,"5'11""",200,4.50,"Saint John, IN",Unevaluated,2013,ATH,Lake Central,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/IMG_7569_150_1_12.JPG"">",Unranked
Purdue,Unranked,DeAngelo Yancey,5.5,Unranked,"6'2""",200,4.50,"Atlanta, GA",Unevaluated,2013,WR,Mays,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/2013YANCEY-DEANGELO_7_22_150.JPG"">",Unranked
Penn St.,22,Richy Anderson,5.5,Unranked,"5'11""",180,0.00,"Frederick, MD",Unevaluated,2013,RB,Thomas Johnson,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/IMG_8363_150_1_26.JPG"">",19
Penn St.,23,Brandon Bell,5.6,Unranked,"6'1""",220,4.60,"Mays Landing, NJ",Unevaluated,2013,LB,Oakcrest,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/2012_ELITE100_NJ-(115-OF-154)-COPY.JPG"">",42
Penn St.,4,Adam Breneman,6.0,78,"6'5""",228,0.00,"Camp Hill, PA",Unevaluated,2013,TE,Cedar Cliff,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/BRENEMAN,-ADAM_150.JPG"">",3
Penn St.,11,Curtis Cothran,5.7,Unranked,"6'5""",225,0.00,"Newtown, PA",Unevaluated,2013,DE,Council Rock North,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/CURTIS-COTHRAN_1_2_150.JPG"">",21
Penn St.,Unranked,Parker Cothren,5.5,Unranked,"6'5""",265,4.95,"Hazel Green, AL",Unevaluated,2013,DE,Hazel Green,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/PARKER-COTHREN-(2013)_12_21_150.JPG"">",Unranked
Penn St.,Unranked,Tyler Ferguson,5.4,Unranked,"6'5""",210,0.00,"Visalia, CA",Unevaluated,2013,QB,College of the Sequoias,"<img src=""http://vmedia.rivals.com/IMAGES/PROSPECT/PHOTO/1341639.JPG"">",Unranked
Penn St.,Unranked,Kasey Gaines,5.4,Unranked,"5'10""",160,4.50,"Loganville, GA",Unevaluated,2013,DB,Grayson,,Unranked
